		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
01/11/25	11:00 p	19.6	19.7	19.4	91	18.1	0.9	SSW	3.22	4.0	SW	19.6	20.5	20.5	1007.0	0.00	0.0	0.000	0.053	25.6	66	18.7	26.4	11.99	1.1499	1335	1	97.6	60
02/11/25	12:00 a	19.6	19.7	19.6	92	18.3	0.0	NE	0.00	0.9	WNW	19.6	20.5	20.5	1006.9	0.20	0.0	0.000	0.053	25.4	67	18.8	26.3	12.20	1.1502	1335	1	97.6	60
02/11/25	1:00 a	19.7	19.7	19.6	91	18.2	0.4	ENE	1.61	1.8	NE	19.7	20.6	20.6	1006.8	0.00	0.0	0.000	0.056	25.2	67	18.7	26.1	12.20	1.1511	1327	1	97.0	60
02/11/25	2:00 a	19.7	19.8	19.7	92	18.4	0.4	S	1.61	4.0	SW	19.7	20.7	20.7	1007.6	0.20	0.0	0.000	0.058	25.1	68	18.7	26.0	12.47	1.1525	1341	1	98.0	60
02/11/25	3:00 a	19.4	19.8	19.2	91	17.9	1.3	S	4.83	6.7	SW	19.4	20.3	20.3	1007.3	12.40	81.2	0.000	0.046	24.8	69	18.7	25.7	12.69	1.1532	1332	1	97.4	60
02/11/25	4:00 a	18.9	19.3	18.7	93	17.8	0.4	SSE	1.61	3.6	SSE	18.9	19.7	19.7	1008.3	3.00	19.6	0.000	0.025	24.6	69	18.5	25.5	12.70	1.1556	1332	1	97.4	60
02/11/25	5:00 a	18.2	18.8	17.8	93	17.0	0.9	SSE	3.22	3.6	SSE	18.2	18.8	18.8	1009.5	0.00	0.0	0.007	0.000	24.3	67	17.8	25.1	12.23	1.1590	1341	1	98.0	60
02/11/25	6:00 a	17.7	17.8	17.4	93	16.5	0.9	ESE	3.22	3.1	ESE	17.7	18.2	18.2	1011.1	0.00	0.0	0.028	0.000	24.1	67	17.6	24.9	12.24	1.1620	1333	1	97.4	60
02/11/25	7:00 a	17.3	17.5	17.0	93	16.1	0.9	E	3.22	4.0	E	17.3	17.7	17.7	1012.2	0.40	1.8	0.044	0.000	23.9	66	17.1	24.7	12.05	1.1648	1331	1	97.3	60
02/11/25	8:00 a	16.9	17.0	16.8	93	15.7	0.9	S	3.22	3.6	SSE	16.9	17.3	17.3	1013.5	0.00	0.0	0.060	0.000	23.7	65	16.7	24.4	11.85	1.1679	1334	1	97.5	60
02/11/25	9:00 a	16.9	17.0	16.8	93	15.7	0.9	S	3.22	3.6	SSE	16.9	17.3	17.3	1014.2	0.20	0.0	0.060	0.000	23.6	65	16.6	24.3	11.85	1.1690	1324	1	96.8	60
02/11/25	10:00 a	16.9	17.0	16.7	92	15.6	0.9	SSE	3.22	4.0	SSE	16.9	17.2	17.2	1014.8	0.40	0.0	0.060	0.000	23.6	64	16.4	24.3	11.65	1.1700	1337	1	97.7	60
02/11/25	11:00 a	16.6	16.9	16.2	93	15.4	0.9	SW	3.22	3.6	SE	16.6	16.9	16.9	1015.0	0.40	0.0	0.074	0.000	23.6	64	16.3	24.2	11.65	1.1705	1343	1	98.2	60
02/11/25	12:00 p	16.2	16.3	16.1	93	15.1	1.3	SW	4.83	3.1	SW	16.2	16.5	16.5	1014.9	0.60	1.0	0.088	0.000	23.4	64	16.2	24.0	11.65	1.1713	1334	1	97.5	60
02/11/25	1:00 p	16.5	16.7	16.3	91	15.0	0.4	SSE	1.61	3.1	SSE	16.5	16.8	16.8	1015.0	0.40	1.0	0.076	0.000	23.3	64	16.1	23.9	11.65	1.1720	1333	1	97.4	60
02/11/25	2:00 p	16.7	16.8	16.5	90	15.0	0.4	SSE	1.61	2.2	SSE	16.7	16.9	16.9	1015.0	0.00	0.0	0.069	0.000	23.2	64	16.0	23.8	11.65	1.1723	1330	1	97.2	60
02/11/25	3:00 p	16.6	16.7	16.4	92	15.3	0.0	SSE	0.00	1.8	SSE	16.6	16.9	16.9	1015.0	0.20	0.0	0.074	0.000	23.1	64	15.9	23.6	11.65	1.1731	1334	1	97.5	60
02/11/25	4:00 p	16.3	16.5	16.1	91	14.8	1.3	SSE	4.83	5.8	SSE	16.3	16.6	16.6	1015.4	0.80	4.0	0.086	0.000	22.8	64	15.6	23.1	11.65	1.1751	1319	1	96.4	60
02/11/25	5:00 p	16.3	16.4	16.1	91	14.8	0.0	SSE	0.00	2.2	SE	16.3	16.6	16.6	1016.1	0.00	0.0	0.086	0.000	22.6	64	15.4	22.8	11.65	1.1771	1293	1	94.5	60
02/11/25	6:00 p	16.0	16.1	15.8	91	14.5	0.0	S	0.00	0.9	SSE	16.0	16.2	16.2	1016.7	0.20	0.0	0.097	0.000	22.3	65	15.4	22.6	11.85	1.1786	1336	1	97.7	60
02/11/25	7:00 p	15.6	15.8	15.4	92	14.3	0.4	SSE	1.61	2.7	ESE	15.6	15.7	15.7	1017.6	0.60	2.2	0.116	0.000	22.1	65	15.2	22.2	11.85	1.1812	1331	1	97.3	60
02/11/25	8:00 p	15.7	15.8	15.6	93	14.5	0.0	WNW	0.00	0.4	WNW	15.7	15.9	15.9	1018.3	0.20	0.0	0.111	0.000	21.8	66	15.2	21.9	12.12	1.1828	1328	1	97.1	60
02/11/25	9:00 p	15.7	15.7	15.6	93	14.5	0.0	NW	0.00	0.9	NW	15.7	15.9	15.9	1019.1	0.00	0.0	0.111	0.000	21.7	66	15.1	21.7	12.13	1.1844	1335	1	97.6	60
02/11/25	10:00 p	15.7	15.8	15.6	92	14.4	0.0	NNW	0.00	0.9	NNW	15.7	15.9	15.9	1019.1	0.00	0.0	0.111	0.000	21.6	66	14.9	21.6	12.13	1.1852	1337	1	97.7	60
02/11/25	11:00 p	15.7	15.8	15.6	92	14.4	0.0	W	0.00	0.9	W	15.7	15.9	15.9	1019.0	0.00	0.0	0.111	0.000	21.4	67	15.1	21.4	12.34	1.1854	1338	1	97.8	60
03/11/25	12:00 a	15.6	15.7	15.6	92	14.3	0.0	W	0.00	0.9	W	15.6	15.8	15.8	1018.5	0.00	0.0	0.113	0.000	21.3	67	15.0	21.3	12.34	1.1854	1334	1	97.5	60
03/11/25	1:00 a	15.6	15.7	15.6	93	14.5	0.4	W	1.61	1.8	W	15.6	15.8	15.8	1017.7	0.00	0.0	0.113	0.000	21.2	67	14.8	21.2	12.35	1.1851	1334	1	97.5	60
03/11/25	2:00 a	15.7	15.7	15.6	92	14.4	0.0	WSW	0.00	0.9	W	15.7	15.9	15.9	1017.4	0.00	0.0	0.111	0.000	21.1	67	14.7	21.1	12.35	1.1852	1339	1	97.9	60
03/11/25	3:00 a	15.7	15.7	15.7	91	14.3	0.0	---	0.00	0.0	---	15.7	15.9	15.9	1017.2	0.00	0.0	0.109	0.000	21.0	67	14.6	20.9	12.35	1.1856	1334	1	97.5	60
03/11/25	4:00 a	15.7	15.8	15.7	91	14.3	0.0	---	0.00	0.0	---	15.7	15.9	15.9	1017.2	0.00	0.0	0.109	0.000	20.9	68	14.8	20.9	12.57	1.1859	1325	1	96.9	60
03/11/25	5:00 a	15.7	15.8	15.7	93	14.6	0.0	WSW	0.00	0.4	WSW	15.7	15.9	15.9	1017.9	0.00	0.0	0.109	0.000	20.8	68	14.7	20.9	12.57	1.1870	1278	1	93.4	60
03/11/25	6:00 a	15.8	16.1	15.7	92	14.5	0.0	WSW	0.00	0.9	WSW	15.8	16.1	16.1	1018.1	0.00	0.0	0.104	0.000	20.8	68	14.7	20.8	12.57	1.1875	1332	1	97.4	60
03/11/25	7:00 a	16.4	16.7	16.1	88	14.4	0.0	WNW	0.00	0.9	W	16.4	16.6	16.6	1018.3	0.00	0.0	0.081	0.000	20.9	68	14.8	20.9	12.57	1.1872	1333	1	97.4	60
03/11/25	8:00 a	17.0	17.3	16.6	83	14.1	0.0	WNW	0.00	0.9	WNW	17.0	17.2	17.2	1018.5	0.00	0.0	0.056	0.000	21.2	66	14.6	21.1	12.15	1.1863	1263	1	92.3	60
03/11/25	9:00 a	18.6	19.4	17.3	74	13.9	0.4	NNW	1.61	2.7	W	18.6	18.8	18.8	1018.5	0.00	0.0	0.000	0.012	21.9	63	14.6	21.9	11.52	1.1835	1331	1	97.3	60
03/11/25	10:00 a	19.7	20.3	18.9	68	13.6	0.4	NNW	1.61	2.7	NNW	19.7	19.9	19.9	1018.1	0.00	0.0	0.000	0.058	22.8	61	14.9	23.1	11.13	1.1793	1312	1	95.9	60
03/11/25	11:00 a	19.8	20.4	19.7	71	14.4	0.4	NE	1.61	2.2	NNW	19.8	20.2	20.2	1017.3	0.00	0.0	0.000	0.062	23.3	60	15.1	23.7	10.97	1.1761	1302	1	95.2	60
03/11/25	12:00 p	22.1	23.4	20.4	61	14.2	0.9	ENE	3.22	4.0	NE	22.1	22.1	22.1	1016.1	0.00	0.0	0.000	0.157	23.8	59	15.3	24.3	10.75	1.1721	1326	1	96.9	60
03/11/25	1:00 p	23.8	24.3	23.3	66	17.0	1.8	ENE	6.44	6.7	E	23.8	24.6	24.6	1015.2	0.00	0.0	0.000	0.227	24.9	58	16.1	25.2	10.48	1.1660	1336	1	97.7	60
03/11/25	2:00 p	24.2	24.7	23.6	63	16.7	1.8	ENE	6.44	5.8	ENE	24.2	24.8	24.8	1014.4	0.00	0.0	0.000	0.243	25.3	58	16.5	25.7	10.45	1.1627	1329	1	97.1	60
03/11/25	3:00 p	23.1	24.2	22.4	68	16.8	2.2	ENE	8.05	5.8	ENE	23.1	23.7	23.7	1013.5	0.00	0.0	0.000	0.197	25.3	60	17.0	25.8	10.85	1.1613	1333	1	97.4	60
03/11/25	4:00 p	22.3	22.9	21.8	67	15.9	3.1	ENE	11.27	6.7	E	22.3	22.6	22.6	1013.1	0.00	0.0	0.000	0.167	24.4	61	16.4	24.8	11.03	1.1650	1336	1	97.7	60
03/11/25	5:00 p	22.4	22.9	21.6	71	16.9	2.2	ENE	8.05	5.4	E	22.4	22.9	22.9	1012.7	0.00	0.0	0.000	0.171	24.1	62	16.4	24.7	11.24	1.1656	1336	1	97.7	60
03/11/25	6:00 p	20.4	21.6	19.6	79	16.7	1.3	NE	4.83	5.4	ENE	20.4	21.2	21.2	1013.0	0.00	0.0	0.000	0.088	23.7	63	16.2	24.3	11.46	1.1680	1345	1	98.3	60
03/11/25	7:00 p	19.1	19.6	18.6	84	16.3	1.3	NE	4.83	4.9	E	19.1	19.7	19.7	1013.4	0.00	0.0	0.000	0.030	23.2	64	16.0	23.8	11.65	1.1704	1317	1	96.3	60
03/11/25	8:00 p	18.6	18.7	18.4	85	16.0	0.4	NE	1.61	2.7	NE	18.6	19.1	19.1	1013.6	0.00	0.0	0.000	0.012	22.9	65	16.0	23.3	11.85	1.1721	1321	1	96.6	60
03/11/25	9:00 p	18.4	18.5	18.3	85	15.8	0.4	NE	1.61	2.7	NE	18.4	18.8	18.8	1013.7	0.00	0.0	0.000	0.002	22.7	66	16.0	23.1	12.09	1.1730	1329	1	97.1	60
03/11/25	10:00 p	18.1	18.4	17.7	87	15.9	0.0	NE	0.00	1.3	NE	18.1	18.6	18.6	1013.5	0.00	0.0	0.009	0.000	22.5	66	15.8	22.8	12.10	1.1737	1332	1	97.4	60
03/11/25	11:00 p	17.4	17.7	17.2	89	15.6	0.0	NE	0.00	0.9	NE	17.4	17.8	17.8	1013.1	0.00	0.0	0.037	0.000	22.4	67	16.0	22.7	12.30	1.1735	1336	1	97.7	60
04/11/25	12:00 a	17.1	17.3	17.0	90	15.5	0.0	---	0.00	0.0	---	17.1	17.5	17.5	1012.4	0.00	0.0	0.051	0.000	22.2	67	15.8	22.5	12.31	1.1735	1337	1	97.7	60
04/11/25	1:00 a	17.0	17.2	16.8	92	15.7	0.0	NW	0.00	0.9	NE	17.0	17.4	17.4	1011.6	0.00	0.0	0.056	0.000	22.1	67	15.7	22.3	12.31	1.1731	1333	1	97.4	60
04/11/25	2:00 a	16.5	16.8	16.1	92	15.2	0.0	NNE	0.00	0.9	N	16.5	16.8	16.8	1011.0	0.00	0.0	0.076	0.000	21.9	67	15.5	22.1	12.32	1.1733	1339	1	97.9	60
04/11/25	3:00 a	16.0	16.1	15.8	93	14.9	0.0	ENE	0.00	0.9	NNE	16.0	16.2	16.2	1011.1	0.00	0.0	0.097	0.000	21.8	67	15.4	21.9	12.32	1.1740	1331	1	97.3	60
04/11/25	4:00 a	15.9	16.1	15.8	94	14.9	0.0	ENE	0.00	0.4	ENE	15.9	16.1	16.1	1010.9	0.00	0.0	0.102	0.000	21.7	68	15.5	21.8	12.55	1.1744	1334	1	97.5	60
04/11/25	5:00 a	16.1	16.2	15.9	93	14.9	0.0	SSW	0.00	0.9	WSW	16.1	16.3	16.3	1011.3	0.00	0.0	0.095	0.000	21.6	68	15.4	21.7	12.55	1.1751	1338	1	97.8	60
04/11/25	6:00 a	16.2	16.5	15.9	94	15.2	0.0	NNE	0.00	0.9	NNE	16.2	16.4	16.4	1011.3	0.00	0.0	0.090	0.000	21.5	68	15.3	21.6	12.55	1.1757	1332	1	97.4	60
04/11/25	7:00 a	17.2	18.2	16.4	90	15.5	0.0	N	0.00	0.4	N	17.2	17.6	17.6	1011.5	0.00	0.0	0.049	0.000	21.6	68	15.4	21.7	12.55	1.1753	1333	1	97.4	60
04/11/25	8:00 a	19.4	20.7	18.2	81	16.1	0.0	WSW	0.00	0.9	N	19.4	20.1	20.1	1011.1	0.00	0.0	0.000	0.046	21.9	67	15.5	22.1	12.32	1.1735	1337	1	97.7	60
04/11/25	9:00 a	22.1	23.7	20.7	74	17.2	0.0	NNW	0.00	1.8	NNW	22.1	22.6	22.6	1010.5	0.00	0.0	0.000	0.155	22.6	67	16.1	22.9	12.30	1.1695	1337	1	97.7	60
04/11/25	10:00 a	24.9	26.3	23.7	70	19.1	0.9	S	3.22	3.1	SSW	24.9	26.0	26.0	1010.1	0.00	0.0	0.000	0.275	23.3	66	16.6	23.9	12.07	1.1655	1339	1	97.9	60
04/11/25	11:00 a	28.8	30.2	26.3	60	20.2	0.9	ENE	3.22	3.6	ENE	28.8	30.7	30.7	1009.1	0.00	0.0	0.000	0.435	25.4	65	18.4	26.2	11.79	1.1533	1319	1	96.4	60
04/11/25	12:00 p	29.9	30.2	29.6	61	21.6	2.2	ENE	8.05	5.4	ENE	29.9	33.1	33.1	1008.4	0.00	0.0	0.000	0.481	26.1	66	19.2	27.1	11.97	1.1488	1333	1	97.4	60
04/11/25	1:00 p	28.4	29.6	27.3	67	21.7	2.2	ENE	8.05	5.4	NE	28.4	31.1	31.1	1007.7	0.00	0.0	0.000	0.421	25.9	67	19.3	26.9	12.18	1.1485	1327	1	97.0	60
04/11/25	2:00 p	25.0	27.2	23.1	66	18.2	1.3	NE	4.83	4.5	NE	25.0	25.8	25.8	1006.9	0.20	0.0	0.000	0.278	25.2	67	18.6	26.1	12.20	1.1515	1328	1	97.1	60
04/11/25	3:00 p	22.8	23.9	20.4	80	19.2	4.0	SW	14.48	11.2	WNW	22.1	23.8	23.1	1009.5	0.00	0.0	0.000	0.187	24.4	66	17.7	25.2	12.03	1.1586	1327	1	97.0	60
04/11/25	4:00 p	20.2	20.6	20.0	81	16.9	0.9	NNW	3.22	4.9	WSW	20.2	21.0	21.0	1009.5	1.80	13.6	0.000	0.079	23.9	68	17.7	24.8	12.55	1.1607	1340	1	98.0	60
04/11/25	5:00 p	20.3	20.5	20.1	84	17.5	1.3	ENE	4.83	3.6	ENE	20.3	21.2	21.2	1009.1	0.20	0.0	0.000	0.083	23.7	68	17.5	24.6	12.55	1.1613	1336	1	97.7	60
04/11/25	6:00 p	20.5	20.8	20.1	86	18.1	0.4	SW	1.61	3.1	SW	20.5	21.5	21.5	1009.5	0.20	0.0	0.000	0.090	23.6	69	17.6	24.5	12.76	1.1620	1337	1	97.7	60
04/11/25	7:00 p	20.2	20.4	20.0	82	17.0	0.4	WNW	1.61	2.2	NW	20.2	21.0	21.0	1009.3	0.00	0.0	0.000	0.076	23.4	69	17.4	24.3	12.77	1.1627	1337	1	97.7	60
04/11/25	8:00 p	20.6	21.3	20.4	74	15.8	0.9	NW	3.22	5.4	WNW	20.6	21.1	21.1	1009.5	0.00	0.0	0.000	0.095	23.3	69	17.3	24.2	12.77	1.1636	1346	1	98.4	60
04/11/25	9:00 p	21.3	21.8	20.4	80	17.7	0.9	NNW	3.22	6.3	WNW	21.3	21.9	21.9	1009.8	0.00	0.0	0.000	0.123	23.2	68	17.0	23.9	12.55	1.1648	1330	1	97.2	60
04/11/25	10:00 p	21.2	21.6	20.2	74	16.3	0.4	NNW	1.61	3.1	NNW	21.2	21.4	21.4	1009.6	0.00	0.0	0.000	0.118	23.1	68	16.9	23.8	12.55	1.1652	1334	1	97.5	60
04/11/25	11:00 p	21.8	22.2	21.4	73	16.7	0.4	SSE	1.61	2.7	ENE	21.8	22.2	22.2	1010.2	0.00	0.0	0.000	0.144	23.1	68	16.8	23.7	12.55	1.1662	1347	1	98.5	60
05/11/25	12:00 a	19.8	21.5	18.6	89	17.9	0.4	SSW	1.61	2.7	SSW	19.8	20.7	20.7	1010.5	0.00	0.0	0.000	0.060	22.9	69	17.0	23.6	12.78	1.1668	1334	1	97.5	60
05/11/25	1:00 a	18.6	19.4	18.2	89	16.8	0.4	E	1.61	3.6	ESE	18.6	19.2	19.2	1010.5	0.00	0.0	0.000	0.012	22.8	69	16.8	23.3	12.79	1.1677	1333	1	97.4	60
05/11/25	2:00 a	19.3	19.6	18.8	87	17.1	0.9	ESE	3.22	3.6	E	19.3	20.1	20.1	1011.0	0.00	0.0	0.000	0.042	22.7	69	16.7	23.2	12.79	1.1689	1343	1	98.2	60
05/11/25	3:00 a	18.6	18.8	18.3	89	16.8	0.4	E	1.61	4.0	E	18.6	19.2	19.2	1011.2	0.00	0.0	0.000	0.012	22.6	70	16.8	23.1	13.05	1.1694	1336	1	97.7	60
05/11/25	4:00 a	18.2	18.3	18.1	89	16.4	0.0	ENE	0.00	2.2	NNW	18.2	18.7	18.7	1011.2	0.00	0.0	0.005	0.000	22.4	70	16.7	22.9	13.05	1.1700	1331	1	97.3	60
05/11/25	5:00 a	18.2	18.4	18.1	89	16.4	0.0	NE	0.00	1.8	E	18.2	18.7	18.7	1011.5	0.00	0.0	0.005	0.000	22.4	70	16.6	22.8	13.06	1.1706	1346	1	98.4	60
05/11/25	6:00 a	18.3	18.7	18.1	87	16.1	0.4	SSE	1.61	2.7	SSE	18.3	18.8	18.8	1012.2	0.00	0.0	0.000	0.000	22.3	70	16.5	22.7	13.07	1.1720	1327	1	97.0	60
05/11/25	7:00 a	18.9	19.0	18.7	87	16.7	0.4	SSE	1.61	2.7	SSE	18.9	19.5	19.5	1012.6	0.00	0.0	0.000	0.023	22.4	70	16.6	22.8	13.06	1.1719	1278	1	93.4	60
05/11/25	8:00 a	18.7	19.0	18.2	88	16.6	0.9	ESE	3.22	3.6	ESE	18.7	19.3	19.3	1013.2	0.00	0.0	0.000	0.014	22.5	69	16.5	22.9	12.80	1.1724	1282	1	93.7	60
05/11/25	9:00 a	18.0	18.3	17.8	87	15.8	1.3	E	4.83	4.5	SSE	18.0	18.4	18.4	1013.5	0.00	0.0	0.014	0.000	22.4	69	16.5	22.9	12.80	1.1730	1312	1	95.9	60
05/11/25	10:00 a	19.1	20.3	18.2	77	14.9	0.4	ESE	1.61	2.7	ESE	19.1	19.4	19.4	1013.0	0.00	0.0	0.000	0.030	22.6	68	16.4	23.1	12.55	1.1719	1328	1	97.1	60
05/11/25	11:00 a	21.0	21.6	20.3	73	16.0	0.4	ESE	1.61	3.1	SSE	21.0	21.3	21.3	1012.5	0.00	0.0	0.000	0.111	23.1	68	16.8	23.7	12.55	1.1690	1338	1	97.8	60
05/11/25	12:00 p	21.9	22.8	21.2	72	16.6	0.9	NE	3.22	2.7	SSE	21.9	22.3	22.3	1012.0	0.00	0.0	0.000	0.148	23.5	67	17.0	24.3	12.26	1.1663	1332	1	97.4	60
05/11/25	1:00 p	23.0	23.8	22.5	73	17.9	0.9	NE	3.22	3.1	NW	23.0	23.8	23.8	1011.3	0.00	0.0	0.000	0.194	24.1	67	17.5	24.9	12.24	1.1625	1335	1	97.6	60
05/11/25	2:00 p	24.2	25.2	23.6	71	18.6	0.4	SSE	1.61	3.1	SSE	24.2	25.2	25.2	1010.2	0.00	0.0	0.000	0.243	25.2	64	17.9	25.8	11.60	1.1565	1329	1	97.1	60
05/11/25	3:00 p	23.8	24.0	23.7	70	18.0	0.9	SSE	3.22	4.0	SSE	23.8	24.8	24.8	1009.8	0.00	0.0	0.000	0.229	24.9	65	17.9	25.6	11.81	1.1571	1337	1	97.7	60
05/11/25	4:00 p	24.1	24.3	23.8	68	17.8	0.9	E	3.22	3.1	ENE	24.1	24.9	24.9	1009.6	0.00	0.0	0.000	0.238	24.7	66	17.9	25.5	12.02	1.1574	1322	1	96.6	60
05/11/25	5:00 p	23.3	23.8	22.9	73	18.2	0.4	E	1.61	2.7	ENE	23.3	24.3	24.3	1009.8	0.00	0.0	0.000	0.208	24.4	67	17.9	25.2	12.23	1.1587	1335	1	97.6	60
05/11/25	6:00 p	22.7	23.0	22.4	75	18.1	0.0	ENE	0.00	1.8	ENE	22.7	23.6	23.6	1010.1	0.00	0.0	0.000	0.183	24.2	67	17.7	24.9	12.24	1.1606	1334	1	97.5	60
05/11/25	7:00 p	22.2	22.5	21.8	76	17.7	0.9	NE	3.22	2.7	ENE	22.2	22.8	22.8	1010.9	0.00	0.0	0.000	0.160	23.9	67	17.4	24.8	12.25	1.1627	1331	1	97.3	60
05/11/25	8:00 p	21.7	21.9	21.4	78	17.7	0.9	NE	3.22	2.7	E	21.7	22.3	22.3	1011.6	0.00	0.0	0.000	0.141	23.8	68	17.6	24.7	12.55	1.1637	1311	1	95.8	60
05/11/25	9:00 p	20.6	21.6	19.9	76	16.2	1.8	ESE	6.44	4.9	E	20.6	21.2	21.2	1012.4	0.00	0.0	0.000	0.093	23.7	68	17.5	24.6	12.55	1.1652	1324	1	96.8	60
05/11/25	10:00 p	19.5	20.0	18.9	81	16.2	0.4	ENE	1.61	3.1	ESE	19.5	20.2	20.2	1012.8	0.00	0.0	0.000	0.049	23.6	67	17.1	24.3	12.26	1.1670	1334	1	97.5	60
05/11/25	11:00 p	18.4	18.9	18.2	84	15.7	0.0	NE	0.00	1.8	ENE	18.4	18.9	18.9	1012.2	0.00	0.0	0.000	0.005	23.4	67	16.9	24.2	12.27	1.1671	1331	1	97.3	60
06/11/25	12:00 a	18.2	18.2	18.1	83	15.2	0.0	ENE	0.00	0.9	NE	18.2	18.6	18.6	1011.7	0.00	0.0	0.007	0.000	23.3	67	16.8	24.0	12.27	1.1671	1334	1	97.5	60
06/11/25	1:00 a	18.1	18.2	18.1	83	15.2	0.4	E	1.61	2.2	ENE	18.1	18.5	18.5	1010.7	0.00	0.0	0.009	0.000	23.1	67	16.6	23.8	12.28	1.1669	1326	1	96.9	60
06/11/25	2:00 a	17.9	18.1	17.4	86	15.5	0.4	ESE	1.61	2.2	ESE	17.9	18.3	18.3	1010.6	0.00	0.0	0.019	0.000	23.1	67	16.6	23.7	12.28	1.1670	1334	1	97.5	60
06/11/25	3:00 a	16.6	17.4	16.2	91	15.1	0.9	SSE	3.22	4.0	S	16.6	16.9	16.9	1010.4	0.00	0.0	0.072	0.000	22.9	67	16.4	23.4	12.29	1.1677	1321	1	96.6	60
06/11/25	4:00 a	16.3	16.4	16.2	88	14.3	0.4	E	1.61	2.2	ENE	16.3	16.4	16.4	1010.3	0.00	0.0	0.086	0.000	22.7	67	16.3	23.2	12.29	1.1684	1326	1	96.9	60
06/11/25	5:00 a	16.4	16.5	16.3	87	14.2	0.0	SSE	0.00	1.8	SSE	16.4	16.6	16.6	1011.0	0.00	0.0	0.081	0.000	22.6	67	16.1	22.9	12.30	1.1702	1332	1	97.4	60
06/11/25	6:00 a	16.4	16.5	16.2	89	14.6	0.0	ESE	0.00	1.8	SSE	16.4	16.6	16.6	1011.4	0.00	0.0	0.081	0.000	22.4	67	16.0	22.8	12.30	1.1712	1330	1	97.2	60
06/11/25	7:00 a	16.5	16.9	16.2	87	14.3	0.0	NNW	0.00	0.9	SSW	16.5	16.7	16.7	1011.7	0.00	0.0	0.076	0.000	22.4	67	16.0	22.7	12.30	1.1718	1294	1	94.6	60
06/11/25	8:00 a	17.7	18.4	16.9	82	14.6	0.4	NNW	1.61	2.2	NNW	17.7	18.0	18.0	1011.9	0.00	0.0	0.025	0.000	22.6	66	15.9	22.9	12.10	1.1715	1008	1	73.7	60
06/11/25	9:00 a	18.5	19.2	18.2	80	15.0	0.4	NNW	1.61	2.7	SW	18.5	18.9	18.9	1011.9	0.00	0.0	0.000	0.007	22.9	65	16.0	23.3	11.85	1.1701	1310	1	95.8	60
06/11/25	10:00 a	20.8	22.9	19.2	69	14.9	0.9	E	3.22	2.7	N	20.8	20.9	20.9	1011.2	0.00	0.0	0.000	0.104	23.6	63	16.2	24.2	11.46	1.1662	1233	1	90.1	60
06/11/25	11:00 a	23.6	24.6	22.8	64	16.4	0.4	NNW	1.61	2.7	SE	23.6	24.3	24.3	1010.0	0.00	0.0	0.000	0.220	24.7	62	16.9	25.2	11.22	1.1596	963	1	70.4	60
06/11/25	12:00 p	24.9	25.6	24.3	64	17.7	1.3	E	4.83	4.0	ESE	24.9	25.6	25.6	1009.1	0.00	0.0	0.000	0.275	25.4	62	17.6	26.0	11.20	1.1547	944	1	69.0	60
06/11/25	1:00 p	25.2	25.6	24.8	63	17.6	1.8	ENE	6.44	4.5	E	25.2	25.8	25.8	1008.5	0.00	0.0	0.000	0.285	25.8	62	17.9	26.4	11.18	1.1520	1228	1	89.8	60
06/11/25	2:00 p	25.4	25.9	24.8	62	17.6	2.2	ENE	8.05	5.8	E	25.4	26.0	26.0	1007.7	0.00	0.0	0.000	0.294	25.9	62	18.0	26.6	11.18	1.1505	1326	1	96.9	60
06/11/25	3:00 p	24.4	24.8	24.0	65	17.4	1.8	ENE	6.44	4.0	E	24.4	25.1	25.1	1007.9	0.00	0.0	0.000	0.252	25.6	62	17.8	26.2	11.19	1.1521	1237	1	90.4	60
06/11/25	4:00 p	23.9	24.1	23.8	65	17.0	1.3	ENE	4.83	3.6	ENE	23.9	24.7	24.7	1007.6	0.00	0.0	0.000	0.234	25.2	62	17.4	25.8	11.20	1.1539	1304	1	95.3	60
06/11/25	5:00 p	23.6	23.8	23.4	68	17.4	0.9	ENE	3.22	3.1	ENE	23.6	24.4	24.4	1008.0	0.00	0.0	0.000	0.220	25.1	63	17.5	25.7	11.41	1.1548	1313	1	96.0	60
06/11/25	6:00 p	21.6	23.5	20.4	79	17.8	2.2	SE	8.05	8.0	SE	21.6	22.3	22.3	1008.8	0.00	0.0	0.000	0.137	24.8	64	17.5	25.4	11.62	1.1569	1327	1	97.0	60
06/11/25	7:00 p	19.5	20.4	18.1	88	17.5	2.2	SSE	8.05	7.2	SE	19.5	20.3	20.3	1010.1	0.00	0.0	0.000	0.049	24.5	64	17.2	25.1	11.63	1.1599	1324	1	96.8	60
06/11/25	8:00 p	17.4	18.1	17.0	91	16.0	1.8	SSE	6.44	5.8	SSE	17.4	17.9	17.9	1011.6	0.00	0.0	0.037	0.000	24.2	65	17.2	24.9	11.84	1.1627	1316	1	96.2	60
06/11/25	9:00 p	16.8	17.0	16.6	91	15.4	2.2	SSE	8.05	6.3	SSE	16.8	17.2	17.2	1012.4	0.20	0.0	0.063	0.000	23.9	65	17.0	24.7	11.85	1.1651	1316	1	96.2	60
06/11/25	10:00 p	16.4	16.6	15.7	91	14.9	1.8	SSE	6.44	6.3	SSE	16.4	16.7	16.7	1013.3	0.40	0.8	0.081	0.000	23.7	65	16.7	24.4	11.85	1.1674	1334	1	97.5	60
